tickvis_feedback;prediction;danger;opportunity;invert;muscle_f_ant;muscle_f_post
0;dog.0.jpg;Tibetan terrier;1.0;0.35775575;False;0.0;0.9294945597648621
1;;;;;;0.0;0.8846902251243591
2;;;;;;0.0;0.8357967138290405
3;;;;;;0.0;0.766048789024353
4;;;;;;0.0;0.6840120553970337
5;;;;;;0.0;0.5982510447502136
6;;;;;;0.0;0.5076937079429626
7;;;;;;0.0;0.4178422689437866
8;;;;;;0.0;0.3187522292137146
9;;;;;;0.0;0.21067488193511963
10;;;;;;0.0;0.09440496563911438
11;;;;;;0.02742026001214981;0.0
12;;;;;;0.14888684451580048;0.0
13;;;;;;0.2639891505241394;0.0
14;;;;;;0.3717116415500641;0.0
15;;;;;;0.46525508165359497;0.0
16;;;;;;0.5635549426078796;0.0
17;;;;;;0.6762475967407227;0.0
18;;;;;;0.7808510661125183;0.0
19;;;;;;0.8781552314758301;0.0
20;;;;;;0.0;0.9476045966148376
21;;;;;;0.0;0.9235937595367432
22;;;;;;0.0;0.8421963453292847
23;;;;;;0.0;0.682427167892456
24;;;;;;0.0;0.5467637181282043
25;;;;;;0.0;0.43948662281036377
26;;;;;;0.0;0.3368953764438629
27;;;;;;0.0;0.2327263206243515
28;;;;;;0.0;0.13015177845954895
29;;;;;;0.0;0.032755445688962936
30;;;;;;0.06364423781633377;0.0
31;;;;;;0.16302916407585144;0.0
32;;;;;;0.2639801800251007;0.0
33;;;;;;0.3630187511444092;0.0
34;;;;;;0.4585739076137543;0.0
35;;;;;;0.5530135035514832;0.0
36;;;;;;0.6519706845283508;0.0
37;;;;;;0.7583686113357544;0.0
38;;;;;;0.8585059642791748;0.0
39;;;;;;0.9214130640029907;0.0
40;;;;;;0.0;0.9547529816627502
41;;;;;;0.0;0.9191063046455383
42;;;;;;0.0;0.8421950340270996
43;;;;;;0.0;0.7392257452011108
44;;;;;;0.0;0.6460520029067993
45;;;;;;0.0;0.5428271889686584
46;;;;;;0.0;0.4314982295036316
47;;;;;;0.0;0.32665422558784485
48;;;;;;0.0;0.2330593466758728
49;;;;;;0.0;0.14096607267856598
50;dog.0.jpg;Tibetan terrier;1.0;0.35775575;False;0.0;0.04200252890586853
51;;;;;;0.06402836740016937;0.0
52;;;;;;0.17306694388389587;0.0
53;;;;;;0.2802315354347229;0.0
54;;;;;;0.3820444941520691;0.0
55;;;;;;0.4783839285373688;0.0
56;;;;;;0.5737278461456299;0.0
57;;;;;;0.6760100722312927;0.0
58;;;;;;0.7882798910140991;0.0
59;;;;;;0.8938233852386475;0.0
60;;;;;;0.0;0.9515211582183838
61;;;;;;0.0;0.9197248220443726
62;;;;;;0.0;0.811710000038147
63;;;;;;0.0;0.651089608669281
64;;;;;;0.0;0.5349579453468323
65;;;;;;0.0;0.43062445521354675
66;;;;;;0.0;0.3255555033683777
67;;;;;;0.0;0.2218010127544403
68;;;;;;0.0;0.12431620806455612
69;;;;;;0.0;0.03154565393924713
70;;;;;;0.06318885087966919;0.0
71;;;;;;0.16253091394901276;0.0
72;;;;;;0.2638170123100281;0.0
73;;;;;;0.3632217049598694;0.0
74;;;;;;0.4591771066188812;0.0
75;;;;;;0.554084837436676;0.0
76;;;;;;0.6536597609519958;0.0
77;;;;;;0.760495126247406;0.0
78;;;;;;0.8600417375564575;0.0
79;;;;;;0.9215853810310364;0.0
80;;;;;;0.0;0.9524043798446655
81;;;;;;0.0;0.9104945659637451
82;;;;;;0.0;0.8223554491996765
